person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_home_ownership_1,person_home_ownership_2,person_home_ownership_3,person_home_ownership_4,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
29,1,2,66878,7,10000,11.36,0.15,8,654,1,0,0,0,1,0,0,0,0,0,1,0
31,0,3,67104,11,8000,7.51,0.12,8,670,0,0,0,0,1,0,0,0,0,1,0,0
31,1,0,66850,4,15000,11.36,0.22,5,694,1,0,0,1,0,0,0,1,0,0,0,0
33,1,2,66985,10,12000,7.51,0.18,9,703,1,0,0,0,1,0,0,1,0,0,0,0
29,1,3,32839,5,7200,7.49,0.22,10,573,0,0,1,0,0,0,0,0,1,0,0,0
30,0,0,66698,6,21250,15.7,0.32,6,643,1,0,0,0,1,0,1,0,0,0,0,0
32,0,0,67035,5,7000,13.48,0.1,8,553,1,0,0,1,0,0,0,0,0,1,0,0
34,0,1,35296,13,7200,11.99,0.2,10,644,0,0,1,0,0,0,1,0,0,0,0,1
27,0,3,35931,3,7200,13.11,0.2,6,733,0,0,1,0,0,0,0,0,1,0,0,0
30,0,2,66833,6,6500,10.99,0.1,9,611,1,0,0,0,1,0,1,0,0,0,0,0
31,0,2,37157,7,7200,15.96,0.19,6,665,0,0,1,0,0,0,0,0,0,1,0,0
29,1,2,37140,5,7200,15.27,0.19,9,679,1,0,1,0,0,0,0,0,0,1,0,0
33,0,3,37185,11,7200,12.69,0.19,10,670,0,0,1,0,0,0,0,0,0,1,0,1
31,0,2,36894,9,7200,11.01,0.2,10,664,0,0,1,0,0,0,0,1,0,0,0,1
27,1,3,36741,5,7200,7.29,0.2,7,637,1,0,1,0,0,0,0,0,0,1,0,0
30,1,4,36957,7,7200,10.36,0.19,6,685,1,0,1,0,0,1,0,0,0,0,0,0
29,0,1,38356,8,7200,11.03,0.19,8,658,0,0,1,0,0,0,0,0,0,1,0,1
33,0,2,38693,9,7200,5.79,0.19,6,665,1,0,1,0,0,0,0,0,1,0,0,0
35,0,3,67162,17,8500,7.88,0.13,8,662,1,0,0,1,0,0,1,0,0,0,0,0
35,0,3,39390,16,7200,12.61,0.18,5,694,1,0,1,0,0,0,0,0,1,0,0,0
29,1,0,40456,8,7200,11.71,0.18,10,610,0,0,1,0,0,0,1,0,0,0,0,1
35,0,3,42159,14,7200,6.99,0.17,6,671,1,0,1,0,0,0,1,0,0,0,0,0
34,0,1,42884,9,7200,12.42,0.17,9,604,1,0,1,0,0,0,0,0,0,0,1,0
28,1,2,43090,7,7200,7.66,0.17,6,715,1,0,1,0,0,0,0,0,1,0,0,0
32,0,3,67413,7,15250,16.35,0.23,6,683,1,0,0,0,1,0,0,1,0,0,0,0
32,1,1,46597,9,7200,10.08,0.15,7,665,0,0,1,0,0,0,1,0,0,0,0,0
31,1,0,66776,8,15850,11.01,0.24,7,668,1,0,0,0,1,0,1,0,0,0,0,0
27,1,3,49032,4,7200,13.22,0.15,6,628,0,0,1,0,0,0,0,0,0,0,1,0
31,0,3,48825,7,7200,9.63,0.15,8,690,0,0,1,0,0,0,1,0,0,0,0,0
31,0,0,49126,6,7200,7.29,0.15,9,583,1,0,1,0,0,0,0,0,0,1,0,0
33,0,2,66926,11,8000,11.14,0.12,9,658,1,0,0,1,0,0,0,1,0,0,0,0
30,0,0,50320,6,7200,7.49,0.14,5,589,1,0,1,0,0,0,0,0,0,1,0,0
28,0,4,66906,9,10650,11.58,0.16,8,731,0,0,0,1,0,0,0,0,0,0,1,0
31,1,2,50328,9,7200,7.9,0.14,7,574,1,0,1,0,0,0,0,0,0,0,1,0
34,0,0,43400,10,7200,14.84,0.17,10,654,0,0,1,0,0,0,0,0,1,0,0,1
30,0,2,51802,11,7200,10.99,0.14,6,690,0,0,1,0,0,0,0,0,1,0,0,0
27,1,2,51605,9,7200,10.59,0.14,6,603,0,0,1,0,0,1,0,0,0,0,0,0
29,1,3,52857,6,7200,6.03,0.14,7,633,1,0,1,0,0,0,0,0,0,0,1,0
27,0,1,47687,2,7200,10.65,0.15,5,551,0,0,1,0,0,1,0,0,0,0,0,1
28,1,2,67072,8,18000,14.11,0.27,5,614,0,0,0,1,0,0,1,0,0,0,0,0
34,1,2,48069,11,7200,11.71,0.15,5,719,0,0,1,0,0,0,0,1,0,0,0,1
30,0,1,58818,10,7200,10.39,0.12,8,619,0,0,1,0,0,0,1,0,0,0,0,0
33,1,1,59643,10,7200,12.42,0.12,7,614,0,0,1,0,0,0,0,0,1,0,0,0
35,1,3,61032,16,7200,11.99,0.12,9,693,0,0,1,0,0,0,0,0,0,0,1,0
27,0,2,67048,2,7500,12.22,0.11,6,639,0,0,0,1,0,0,0,0,0,0,1,0
28,0,1,60758,6,7200,11.01,0.12,7,684,1,0,1,0,0,1,0,0,0,0,0,0
30,1,1,66818,4,12000,13.55,0.18,5,610,0,0,0,1,0,0,1,0,0,0,0,0
27,1,3,60000,4,15000,9.76,0.25,7,719,0,0,0,1,0,0,0,0,0,1,0,1
28,0,2,68393,2,7200,11.28,0.11,8,549,1,0,1,0,0,0,0,0,0,0,1,0
27,0,0,66987,7,10000,13.49,0.15,8,701,0,0,0,1,0,0,0,1,0,0,0,0
27,0,2,72567,7,7200,8.9,0.1,7,655,1,0,1,0,0,0,0,1,0,0,0,0
28,1,1,72827,6,7200,5.42,0.1,7,649,0,0,1,0,0,0,0,1,0,0,0,0
27,0,0,72891,4,7200,7.74,0.1,10,561,0,0,1,0,0,0,0,1,0,0,0,0
27,0,1,60036,5,7500,16.32,0.12,7,697,0,0,0,1,0,1,0,0,0,0,0,1
28,0,0,75472,6,7200,12.99,0.1,9,611,1,0,1,0,0,0,0,0,0,1,0,0
27,1,1,67192,5,4000,11.01,0.06,10,638,0,0,0,0,1,0,1,0,0,0,0,0
28,1,3,67349,5,3000,11.72,0.04,10,610,1,0,0,1,0,0,0,0,0,0,1,0
28,1,3,79009,6,7200,13.98,0.09,8,602,1,0,1,0,0,0,0,0,1,0,0,0
29,0,2,78953,6,7200,11.12,0.09,8,625,0,0,1,0,0,0,0,0,1,0,0,0
34,0,3,82603,11,7200,11.01,0.09,9,656,0,0,1,0,0,0,0,0,0,1,0,0
30,1,1,84404,8,7200,11.01,0.09,10,659,1,0,1,0,0,1,0,0,0,0,0,0
27,0,1,60429,4,4750,15.27,0.08,7,649,0,0,0,1,0,0,0,0,0,0,1,1
31,0,3,90250,10,7200,11.01,0.08,9,675,1,0,1,0,0,0,0,0,1,0,0,0
29,0,4,91006,6,7200,7.9,0.08,10,636,1,0,1,0,0,1,0,0,0,0,0,0
28,0,0,91161,5,7200,9.88,0.08,7,595,1,0,1,0,0,1,0,0,0,0,0,0
29,0,2,67870,5,18825,8.9,0.28,7,669,1,0,0,1,0,0,1,0,0,0,0,0
30,1,2,67514,5,1000,11.01,0.01,9,664,1,0,0,1,0,1,0,0,0,0,0,0
29,0,0,92117,4,7200,11.01,0.08,8,677,1,0,1,0,0,0,0,0,1,0,0,0
30,1,0,99520,7,7200,11.01,0.07,7,606,1,0,1,0,0,0,1,0,0,0,0,0
27,0,2,67593,3,2000,7.51,0.03,9,669,0,0,0,1,0,0,0,0,1,0,0,0
32,0,1,67772,12,8800,9.99,0.13,6,676,1,0,0,0,1,0,1,0,0,0,0,0
27,0,3,67842,6,4200,10.37,0.06,9,576,0,0,0,0,1,0,1,0,0,0,0,0
27,1,3,100170,2,7200,14.22,0.07,9,634,0,0,1,0,0,1,0,0,0,0,0,0
33,1,2,100500,14,7200,8,0.07,8,710,1,0,1,0,0,0,1,0,0,0,0,0
28,0,2,67811,6,20000,11.01,0.29,8,661,1,0,0,1,0,0,0,0,1,0,0,0
28,1,3,67919,6,5000,11.01,0.07,7,707,1,0,0,1,0,0,0,0,1,0,0,0
31,1,3,67747,6,4000,12.73,0.06,7,623,0,0,0,1,0,0,0,0,0,0,1,0
30,0,3,67583,6,5200,12.69,0.08,9,687,0,0,0,1,0,0,1,0,0,0,0,0
27,0,1,102304,9,7200,11.01,0.07,10,580,1,0,1,0,0,0,1,0,0,0,0,0
32,1,0,102847,12,7200,11.58,0.07,10,688,0,0,1,0,0,0,1,0,0,0,0,0
28,1,1,67589,3,8400,7.51,0.12,9,604,1,0,0,1,0,1,0,0,0,0,0,0
31,0,2,67753,9,13000,10.62,0.19,9,611,1,0,0,1,0,0,0,0,1,0,0,0
30,1,4,60792,7,6000,14.54,0.1,6,591,0,0,0,1,0,0,0,0,1,0,0,1
27,0,2,102957,2,7200,7.68,0.07,10,589,1,0,1,0,0,0,0,0,0,0,1,0
29,1,0,107680,8,7200,11.01,0.07,10,611,0,0,1,0,0,0,0,0,0,1,0,0
30,1,1,108989,6,7200,11.99,0.07,7,675,1,0,1,0,0,0,1,0,0,0,0,0
33,0,2,67843,12,22000,7.88,0.32,6,624,1,0,0,1,0,0,1,0,0,0,0,0
29,1,2,68148,7,5000,11.01,0.07,10,550,1,0,0,1,0,0,0,0,0,1,0,0
28,1,2,108872,7,7200,5.42,0.07,5,684,0,0,1,0,0,0,0,0,0,0,1,0
33,0,2,113678,8,7200,11.01,0.06,6,668,0,0,1,0,0,0,0,0,0,0,1,0
27,0,4,119569,3,7200,14.35,0.06,6,720,0,0,1,0,0,0,0,1,0,0,0,0
28,0,0,135228,7,7200,8.59,0.05,9,643,1,0,1,0,0,0,0,0,0,0,1,0
27,1,0,68065,3,1000,14.65,0.01,8,612,0,0,0,0,1,0,0,0,0,0,1,0
27,0,0,145138,5,7200,7.29,0.05,10,605,0,0,1,0,0,1,0,0,0,0,0,0
29,0,2,151029,4,7200,9.99,0.05,6,684,1,0,1,0,0,0,0,0,1,0,0,0
33,0,3,67932,10,12000,6.62,0.18,6,709,0,0,0,1,0,0,0,0,1,0,0,0
29,0,0,35403,9,7225,6.92,0.2,7,625,1,0,1,0,0,0,1,0,0,0,0,0
30,1,1,25995,6,7250,8,0.28,10,578,0,0,1,0,0,0,0,0,1,0,0,1
29,0,2,68562,7,9200,6.03,0.13,9,697,1,0,0,0,1,0,1,0,0,0,0,0
28,1,4,48569,3,7250,8.49,0.15,8,689,1,0,1,0,0,0,1,0,0,0,0,0
35,1,0,126840,13,7250,11.01,0.06,5,601,1,0,1,0,0,0,0,0,0,0,1,0
29,0,2,43019,8,7300,11.71,0.17,9,553,1,0,1,0,0,0,0,0,1,0,0,0
29,0,1,68182,7,6000,10.99,0.09,9,668,1,0,0,1,0,0,0,0,1,0,0,0
28,1,1,68404,4,15000,7.49,0.22,9,637,1,0,0,1,0,1,0,0,0,0,0,0
31,1,3,68296,6,11500,11.01,0.17,9,693,1,0,0,0,1,0,0,0,0,0,1,0
27,0,0,61020,6,7300,7.29,0.12,9,638,0,0,1,0,0,0,0,0,1,0,0,0
33,0,1,60947,7,10000,16.89,0.16,7,668,0,0,0,1,0,1,0,0,0,0,0,1
30,1,2,139230,6,7300,10.25,0.05,9,650,0,0,1,0,0,1,0,0,0,0,0,0
28,0,1,55130,2,7350,7.49,0.13,10,593,0,0,1,0,0,0,1,0,0,0,0,0
27,0,0,68135,6,10050,9.63,0.15,8,647,1,0,0,1,0,1,0,0,0,0,0,0
32,1,3,37996,7,7400,16.77,0.19,9,594,0,0,1,0,0,0,0,1,0,0,0,1
35,0,1,68310,7,12000,11.01,0.18,8,672,0,0,0,1,0,1,0,0,0,0,0,0
33,1,1,83488,11,7400,9.76,0.09,5,629,1,0,1,0,0,0,0,1,0,0,0,0
31,1,0,68316,11,12000,6.54,0.18,5,640,1,0,0,1,0,0,0,0,1,0,0,0
32,0,2,67939,7,3000,8.88,0.04,9,661,0,0,0,1,0,0,1,0,0,0,0,0
28,0,3,168746,5,7400,6.03,0.04,9,602,1,0,1,0,0,1,0,0,0,0,0,0
28,1,2,68134,0,12000,14.72,0.18,7,630,0,0,0,0,1,0,0,1,0,0,0,0
29,0,1,66885,3,7450,15.62,0.11,8,574,1,0,1,0,0,0,0,1,0,0,0,0
27,1,3,76698,9,7450,15.99,0.1,10,677,0,0,1,0,0,0,0,0,1,0,0,1
27,1,1,60983,2,8400,11.01,0.14,7,459,0,0,0,1,0,0,0,0,1,0,0,1
29,0,2,68036,5,6000,13.23,0.09,7,626,1,0,0,1,0,0,0,0,0,0,1,0
34,0,2,68170,10,5600,11.86,0.08,7,616,1,0,0,0,1,0,0,0,1,0,0,0
28,0,0,25291,3,7500,9.76,0.3,9,592,0,0,1,0,0,0,0,0,1,0,0,1
33,1,0,68329,8,11500,7.14,0.17,10,628,1,0,0,1,0,0,0,0,0,1,0,0
32,0,2,68254,9,10000,7.14,0.15,8,569,0,0,0,1,0,0,0,0,0,1,0,0
29,0,3,68602,9,13000,7.88,0.19,5,672,1,0,0,1,0,0,0,0,0,0,1,0
30,1,0,27453,8,7500,10.37,0.27,9,606,0,0,1,0,0,0,0,0,1,0,0,1
31,1,1,68426,7,8000,8.59,0.12,5,665,1,0,0,1,0,0,1,0,0,0,0,0
30,1,0,68373,7,14000,12.18,0.2,7,672,0,0,0,1,0,0,0,0,1,0,0,0
29,1,1,31513,5,7500,14.59,0.24,5,594,0,0,1,0,0,0,1,0,0,0,0,1
29,0,2,67799,3,18000,14.61,0.27,9,715,1,0,0,1,0,0,1,0,0,0,0,0
28,0,1,67940,6,4800,14.61,0.07,6,592,1,0,0,1,0,0,0,0,0,0,1,0
27,0,4,33587,4,7500,12.69,0.22,10,659,0,0,1,0,0,0,0,0,1,0,0,0
29,0,2,34082,6,7500,6.62,0.22,9,654,1,0,1,0,0,0,1,0,0,0,0,0
27,0,3,37084,4,7500,14.84,0.2,7,640,1,0,1,0,0,0,1,0,0,0,0,0
33,0,0,36726,11,7500,11.86,0.2,5,521,0,0,1,0,0,0,1,0,0,0,0,1
35,1,0,68442,11,15000,11.26,0.22,10,615,0,0,0,1,0,0,0,1,0,0,0,0
31,0,0,38123,8,7500,7.49,0.2,9,577,1,0,1,0,0,0,0,0,0,1,0,0
30,0,4,68095,8,1500,11.01,0.02,7,676,1,0,0,1,0,0,1,0,0,0,0,0
30,1,2,39541,8,7500,13.47,0.19,10,711,1,0,1,0,0,1,0,0,0,0,0,0
30,1,2,68285,9,9600,5.99,0.14,6,616,1,0,0,1,0,0,0,1,0,0,0,0
27,1,3,40411,6,7500,15.65,0.19,7,646,0,0,1,0,0,0,0,0,1,0,0,1
33,1,1,40744,10,7500,11.34,0.18,9,668,1,0,1,0,0,0,0,0,0,1,0,0
29,1,0,41657,8,7500,11.01,0.18,10,639,0,0,1,0,0,0,0,0,1,0,0,0
31,1,1,42054,10,7500,8.94,0.18,8,619,1,0,1,0,0,0,0,0,1,0,0,0
28,1,1,42210,7,7500,8.94,0.18,7,589,1,0,1,0,0,0,0,0,0,1,0,0
27,0,2,68135,5,5000,7.74,0.07,7,494,1,0,0,1,0,0,0,1,0,0,0,0
27,1,2,68104,8,3100,9.32,0.05,7,660,1,0,0,1,0,0,0,0,0,1,0,0
30,0,1,68423,11,13000,11.89,0.19,7,660,0,0,0,1,0,0,0,0,0,1,0,0
29,0,0,68155,8,16000,14.65,0.23,6,660,1,0,0,1,0,0,0,0,0,0,1,0
33,0,2,68576,13,16000,6.03,0.23,8,554,1,0,0,0,1,0,0,1,0,0,0,0
30,0,2,43036,7,7500,8.63,0.17,5,595,0,0,1,0,0,0,0,0,1,0,0,0
35,1,0,43201,15,7500,12.29,0.17,7,718,1,0,1,0,0,0,1,0,0,0,0,0
28,1,0,68481,3,2400,13.99,0.04,6,653,1,0,0,1,0,1,0,0,0,0,0,0
27,1,0,68326,1,12000,14.22,0.18,8,602,1,0,0,1,0,0,0,1,0,0,0,0
32,1,2,68526,9,6500,6.17,0.09,5,681,0,0,0,1,0,0,0,0,0,1,0,0
35,0,4,36677,9,7500,11.01,0.2,6,673,0,0,1,0,0,0,1,0,0,0,0,1
27,1,2,68469,3,10000,10.36,0.15,10,565,1,0,0,1,0,0,1,0,0,0,0,0
34,1,3,68557,9,7000,7.9,0.1,10,581,1,0,0,1,0,1,0,0,0,0,0,0
31,1,0,45333,8,7500,15.23,0.17,6,668,0,0,1,0,0,0,0,0,0,1,0,0
34,0,2,68448,11,12100,5.79,0.18,9,723,1,0,0,0,1,0,0,0,1,0,0,0
28,1,0,38139,5,7500,15.31,0.2,5,642,0,0,1,0,0,0,0,1,0,0,0,1
30,1,1,46657,7,7500,9.76,0.16,6,666,1,0,1,0,0,0,0,0,0,1,0,0
33,0,3,47195,12,7500,13.49,0.16,5,703,0,0,1,0,0,0,1,0,0,0,0,0
29,0,1,68768,7,14750,11.01,0.21,8,699,1,0,0,1,0,0,0,0,1,0,0,0
33,1,2,61119,9,4000,11.01,0.07,8,670,0,0,0,1,0,0,0,0,1,0,0,1
30,0,2,48859,11,7500,12.69,0.15,5,703,1,0,1,0,0,0,0,0,0,0,1,0
35,0,2,68619,12,3200,11.01,0.05,6,634,1,0,0,1,0,0,1,0,0,0,0,0
30,1,1,69137,8,3000,17.58,0.04,9,679,1,0,0,1,0,0,0,0,0,0,1,0
30,1,2,68819,3,12000,8.94,0.17,10,614,1,0,0,1,0,0,0,1,0,0,0,0
31,0,3,41804,9,7500,15.58,0.18,5,613,0,0,1,0,0,0,0,1,0,0,0,1
28,0,3,68973,10,15000,12.12,0.22,7,636,1,0,0,1,0,0,0,0,0,0,1,0
29,1,1,69224,6,10000,11.01,0.14,5,594,1,0,0,1,0,0,0,0,0,0,1,0
29,1,1,69201,8,11000,10.62,0.16,6,708,1,0,0,0,1,0,0,0,1,0,0,0
28,0,1,49006,5,7500,11.86,0.15,8,613,0,0,1,0,0,0,0,0,0,1,0,0
32,1,3,69160,9,12000,14.96,0.17,10,685,0,0,0,0,1,0,0,0,0,1,0,0
28,1,2,62185,10,10000,10.59,0.16,8,681,0,0,0,1,0,0,0,0,0,1,0,1
28,0,2,68879,7,12300,7.88,0.18,7,673,1,0,0,1,0,0,0,0,0,1,0,0
29,0,4,48940,10,7500,12.73,0.15,9,589,1,0,1,0,0,0,0,0,1,0,0,0
32,1,2,41706,11,7500,10.01,0.18,5,673,0,0,1,0,0,0,1,0,0,0,0,1
30,0,2,42035,5,7500,11.01,0.18,6,624,0,0,1,0,0,0,0,0,0,0,1,1
28,0,0,49112,4,7500,11.01,0.15,7,523,1,0,1,0,0,0,0,0,1,0,0,0
32,1,0,49174,10,7500,8,0.15,6,651,1,0,1,0,0,0,1,0,0,0,0,0
28,1,3,69203,8,9500,7.51,0.14,5,691,1,0,0,1,0,0,0,0,0,1,0,0
29,0,2,51278,5,7500,12.87,0.15,8,661,1,0,1,0,0,0,1,0,0,0,0,0
28,1,1,44081,7,7500,10.39,0.17,9,679,0,0,1,0,0,0,0,1,0,0,0,1
27,1,3,44324,2,7500,13.55,0.17,7,687,0,0,1,0,0,0,0,0,0,1,0,1
28,1,1,69345,6,9600,15.96,0.14,9,627,1,0,0,1,0,0,0,0,0,1,0,0
33,1,3,47316,15,7500,11.01,0.16,5,648,0,0,1,0,0,0,0,0,0,0,1,1
29,1,2,54863,5,7500,11.01,0.14,5,652,1,0,1,0,0,0,1,0,0,0,0,0
27,0,2,69013,5,15000,6.03,0.22,6,590,1,0,0,0,1,0,1,0,0,0,0,0
29,0,3,54767,10,7500,8.32,0.14,8,658,1,0,1,0,0,0,0,0,1,0,0,0
27,0,4,54788,5,7500,15.27,0.14,8,688,0,0,1,0,0,0,0,0,1,0,0,0
27,1,3,68925,4,3000,7.51,0.04,5,712,0,0,0,1,0,1,0,0,0,0,0,0
35,0,0,69398,12,5500,7.49,0.08,5,599,1,0,0,1,0,0,0,0,1,0,0,0
27,1,0,54948,6,7500,12.73,0.14,6,565,1,0,1,0,0,0,0,0,0,1,0,0
28,1,3,62195,2,4775,7.49,0.08,6,639,0,0,0,1,0,0,0,0,0,1,0,1
34,0,1,47580,12,7500,9.45,0.16,9,607,0,0,1,0,0,1,0,0,0,0,0,1
29,0,0,55878,4,7500,10,0.13,7,559,0,0,1,0,0,0,1,0,0,0,0,0
27,0,0,62081,4,10000,6.99,0.16,5,678,0,0,0,1,0,0,0,1,0,0,0,1
27,1,0,56087,6,7500,13.49,0.13,5,569,1,0,1,0,0,0,0,0,1,0,0,0
30,0,1,69588,7,4500,7.49,0.06,10,606,0,0,0,1,0,0,0,0,0,0,1,0
30,0,1,57824,6,7500,7.88,0.13,10,683,1,0,1,0,0,0,1,0,0,0,0,0
30,0,1,58445,11,7500,7.49,0.13,6,601,1,0,1,0,0,0,0,0,1,0,0,0
28,0,3,59256,3,7500,12.86,0.13,7,681,0,0,1,0,0,0,0,0,0,0,1,0
27,1,0,52467,0,7500,11.91,0.14,7,603,0,0,1,0,0,0,0,0,1,0,0,1
32,1,1,69417,12,9000,13.35,0.13,5,668,1,0,0,1,0,0,0,0,1,0,0,0
33,0,3,69621,10,13000,7.88,0.19,5,721,0,0,0,1,0,1,0,0,0,0,0,0
29,0,2,69536,6,2500,6.76,0.04,7,715,0,0,0,1,0,0,0,0,1,0,0,0
30,1,2,69523,10,6000,7.51,0.09,8,634,1,0,0,1,0,0,0,0,0,0,1,0
29,0,3,69268,4,5000,11.86,0.07,10,686,1,0,0,0,1,0,0,0,1,0,0,0
33,1,2,54239,12,7500,12.92,0.14,6,614,0,0,1,0,0,0,1,0,0,0,0,1
31,0,3,69163,10,8000,9.88,0.12,9,697,1,0,0,1,0,0,1,0,0,0,0,0
30,1,0,61673,8,7500,10.25,0.12,7,625,1,0,1,0,0,0,0,0,0,1,0,0
28,1,2,69784,8,6000,12.73,0.09,10,650,1,0,0,1,0,0,0,0,0,0,1,0
33,0,2,61683,11,7500,11.91,0.12,6,523,0,0,1,0,0,0,0,0,0,1,0,0
28,0,2,62297,5,7500,16.49,0.12,7,653,1,0,1,0,0,0,0,0,0,0,1,0
28,0,1,62277,3,20400,17.74,0.33,5,616,0,0,0,0,1,1,0,0,0,0,0,1
30,0,1,54560,8,7500,15.05,0.14,6,600,0,0,1,0,0,0,0,0,1,0,0,1
28,1,0,69374,6,3500,11.83,0.05,6,651,1,0,0,0,1,0,0,0,0,1,0,0
31,0,0,65975,10,7500,12.61,0.11,10,672,1,0,1,0,0,0,0,0,0,0,1,0
28,0,2,69577,5,13000,9.63,0.19,5,647,1,0,0,1,0,0,0,1,0,0,0,0
33,0,2,62063,12,1200,9.63,0.02,7,595,0,0,0,1,0,0,1,0,0,0,0,1
29,0,0,69124,6,6000,9.32,0.09,5,604,0,0,0,1,0,0,0,1,0,0,0,0
30,0,4,69462,9,4000,8,0.06,7,717,0,0,0,1,0,0,0,0,0,1,0,0
32,0,3,62135,10,15000,11.01,0.24,8,670,0,0,0,1,0,0,0,0,1,0,0,1
33,1,1,69212,9,15000,10.39,0.22,7,660,1,0,0,1,0,0,1,0,0,0,0,0
28,1,2,67243,4,7500,12.84,0.11,6,659,1,0,1,0,0,1,0,0,0,0,0,0
31,1,2,68788,10,7500,11.48,0.11,10,676,0,0,1,0,0,0,0,0,0,0,1,0
30,0,3,69538,6,7500,14.27,0.11,5,591,1,0,1,0,0,0,0,0,0,0,1,0
31,0,1,69323,12,7500,12.53,0.11,9,616,1,0,1,0,0,0,1,0,0,0,0,0
34,1,0,69396,15,7500,11.14,0.11,7,668,0,0,1,0,0,1,0,0,0,0,0,0
28,1,1,62126,5,2100,12.29,0.03,8,689,0,0,0,1,0,0,0,0,0,1,0,1
27,0,1,70269,3,7500,12.21,0.11,10,599,0,0,1,0,0,0,1,0,0,0,0,0
31,0,2,69525,7,7500,13.11,0.11,5,580,1,0,0,1,0,1,0,0,0,0,0,0
27,0,2,69734,4,15000,11.99,0.22,6,586,0,0,0,0,1,0,0,0,0,0,1,0
31,0,2,69696,8,10000,5.99,0.14,6,666,1,0,0,1,0,0,1,0,0,0,0,0
28,1,2,69894,5,9000,6.92,0.13,7,695,1,0,0,1,0,0,1,0,0,0,0,0
29,0,1,69709,7,12000,11.48,0.17,8,685,1,0,0,0,1,0,0,0,1,0,0,0
31,0,1,69643,11,16500,14.84,0.24,10,691,1,0,0,1,0,0,1,0,0,0,0,0
28,0,3,70058,4,23000,11.01,0.33,7,501,1,0,0,1,0,0,1,0,0,0,0,0
31,1,3,69956,10,7600,5.99,0.11,10,647,0,0,0,1,0,0,0,0,0,1,0,0
31,1,2,72644,6,7500,5.79,0.1,9,679,0,0,1,0,0,1,0,0,0,0,0,0
30,1,2,70035,8,18000,8.88,0.26,10,595,0,0,0,1,0,1,0,0,0,0,0,0
33,1,0,70100,14,15000,6.03,0.21,7,602,1,0,0,1,0,0,0,0,1,0,0,0
31,1,2,74401,11,7500,11.01,0.1,10,662,0,0,1,0,0,0,0,0,1,0,0,0
27,0,2,75120,1,7500,13.04,0.1,6,649,1,0,1,0,0,0,1,0,0,0,0,0
29,0,1,69978,4,19600,7.88,0.28,8,695,1,0,0,1,0,0,0,0,0,1,0,0
29,1,0,78840,7,7500,12.69,0.1,10,574,0,0,1,0,0,0,1,0,0,0,0,0
29,0,0,71800,8,7500,9.99,0.1,8,646,0,0,1,0,0,0,0,1,0,0,0,1
31,1,1,79179,4,7500,10.95,0.09,10,587,1,0,1,0,0,0,0,0,1,0,0,0
30,0,1,70176,9,6000,14.65,0.09,8,498,1,0,0,1,0,0,0,1,0,0,0,0
27,1,0,62851,5,13650,16.29,0.22,9,540,0,0,0,1,0,0,0,0,0,0,1,1
28,1,0,70024,4,10625,12.42,0.15,6,534,0,0,0,1,0,0,0,0,0,1,0,0
30,0,3,70412,5,6000,11.01,0.09,10,607,1,0,0,1,0,0,0,0,0,1,0,0
27,0,0,69981,4,3000,12.99,0.04,10,585,0,0,0,0,1,0,0,0,0,0,1,0
33,1,0,69773,11,17000,7.66,0.24,8,651,0,0,0,1,0,0,0,1,0,0,0,0
27,0,0,84993,3,7500,7.88,0.09,5,524,0,0,1,0,0,0,0,0,1,0,0,0
27,0,2,69960,3,3000,11.11,0.04,6,725,0,0,0,1,0,0,0,0,1,0,0,0
34,0,4,62969,8,12000,17.88,0.19,8,630,0,0,0,1,0,0,0,0,0,0,1,1
28,0,0,80302,6,7500,11.28,0.09,7,667,0,0,1,0,0,0,0,0,0,0,1,1
27,1,0,70096,3,8500,7.14,0.12,5,572,1,0,0,1,0,0,0,0,0,1,0,0
28,1,2,70273,4,12000,15.58,0.17,7,673,1,0,0,1,0,0,1,0,0,0,0,0
28,1,1,91196,9,7500,11.01,0.08,6,667,0,0,1,0,0,0,1,0,0,0,0,0
31,1,2,70194,10,15000,10.25,0.21,10,675,0,0,0,1,0,0,1,0,0,0,0,0
33,1,3,96830,11,7500,5.42,0.08,10,703,1,0,1,0,0,0,1,0,0,0,0,0
27,0,1,96955,4,7500,12.18,0.08,5,567,1,0,1,0,0,1,0,0,0,0,0,0
27,0,3,98297,9,7500,10.25,0.08,7,676,1,0,1,0,0,0,0,1,0,0,0,0
31,1,3,103019,10,7500,10.08,0.07,5,649,1,0,1,0,0,0,0,0,0,0,1,0
31,1,2,70077,8,12000,6.62,0.17,9,692,0,0,0,1,0,1,0,0,0,0,0,0
27,1,2,70140,6,9975,11.49,0.14,5,655,1,0,0,1,0,0,0,0,0,1,0,0
27,0,3,105904,8,7500,12.54,0.07,8,686,0,0,1,0,0,1,0,0,0,0,0,0
33,0,2,70344,11,7000,6.99,0.1,6,706,0,0,0,1,0,0,0,0,1,0,0,0
27,1,2,70636,0,4000,7.9,0.06,9,647,1,0,0,1,0,0,0,0,0,0,1,0
34,0,1,70486,14,5600,5.42,0.08,8,596,1,0,0,1,0,0,0,0,0,0,1,0
